Fighter,Elo Rating
Roman Mitichyan,1000.0
Nate Loughran,1000.0
Mackens Semerzier,1000.0
Ken Stone,1000.0
Pedro Nobre,1000.0
Robert Drysdale,1000.0
DeAnna Bennett,1000.0
Antonina Shevchenko,1000.0
Denzel Freeman,1000.0
Mark Vologdin,1000.0
Joe Slick,999.99
David Branch,999.94
Kyle Watson,999.94
Katsuhisa Fujii,999.93
Montse Rendon,999.93
Jarjis Danho,999.88
Yanal Ashmouz,999.83
Keith Rockel,999.81
Montserrat Rendon,999.81
Jason DeLucia,999.8
Igor Araujo,999.72
Mark Godbeer,999.68
James Wilks,999.66
Levan Makashvili,999.65
Danny Henry,999.63
Tomasz Drwal,999.45
Dan Bobish,999.4
Viviane Pereira,999.38
Paul Varelans,999.31
Chris Clements,999.26
Torrez Finney,999.25
Sam Adkins,999.18
Sirwan Kakai,999.16
Elves Brener,999.16
Roy Nelson,999.1
Mike Nickels,999.07
Akira Corassani,999.06
Troy Mandaloniz,999.04
Tony Fryklund,999.03
Ariane Carnelossi,999.03
Alice Pereira,998.99
Mike Ciesnolevicz,998.98
Bartosz Fabinski,998.98
Austin Vanderford,998.98
Nad Narimani,998.97
Nick Maximov,998.97
Loik Radzhabov,998.96
Andrei Semenov,998.95
Scott Morris,998.92
Nick Denis,998.92
Kevin Ferguson,998.89
Scott Bessac,998.87
Roberto Traven,998.85
Dave Strasser,998.85
Antonio Rodrigo Nogueira,998.85
War Machine,998.85
Anying Wang,998.85
Joe Ellenberger,998.85
Nah-Shon Burrell,998.83
Rony Jason,998.69
Nick Ring,998.68
Paul Jones,998.66
Tony Gravely,998.66
Josh Thomson,998.49
Cheyanne Vlismas,998.47
Marco Tulio,998.45
Natan Levy,998.44
Rory Singer,998.33
Matheus Camilo,998.33
Leah Letson,998.29
Jimy Hettes,998.23
Impa Kasanganay,998.19
Danny Castillo,998.18
Guilherme Pat,998.05
Naoki Inoue,998.02
Shi Ming,997.98
Jesse Taylor,997.95
Joe Duffy,997.94
Alice Ardelean,997.9
Pingyuan Liu,997.78
Tedd Williams,997.77
Puja Tomar,997.77
Magomed Gadzhiyasulov,997.77
Gokhan Saki,997.73
JeongYeong Lee,997.65
Ricardo Abreu,997.64
Jamal Pogues,997.64
Axel Sola,997.6
Dom Mar Fan,997.58
Darren Uyenoyama,997.54
Guangyou Ning,997.53
Marcelo Guimaraes,997.3
Melissa Gatto,997.15
Tim Means,997.09
Mitch Gagnon,996.91
Shonie Carter,996.88
Diego Rivas,996.8
Ian Heinisch,996.77
Tainara Lisboa,996.77
Alex Oliveira,996.76
Sijara Eubanks,996.71
Danny Roberts,996.69
Steven Nguyen,996.63
Pablo Garza,996.62
Luke Jumeau,996.33
Nicholas Musoke,996.12
Tiago dos Santos e Silva,996.07
Ramsey Nijem,996.06
Francisco Figueiredo,996.01
Ivan Jorge,995.91
Mirko Filipovic,995.87
Valerie Letourneau,995.84
Roan Carneiro,995.74
Eliot Marshall,995.58
Zhang Lipeng,995.54
Joe Stevenson,995.48
Ricardo Ramos,995.46
Danny Barlow,995.38
Brock Larson,995.36
Muin Gafurov,995.1
Eddie Sanchez,994.99
Spencer Fisher,994.94
Mana Martinez,994.94
David Dvorak,994.93
Brian Bowles,994.92
Luke Barnatt,994.88
Cody Stamann,994.82
Azamat Bekoev,994.81
Gaston Bolanos,994.79
Andrew Sanchez,994.77
Da Woon Jung,994.68
Michael Chandler,994.25
Trevor Prangley,994.24
Tony DeSouza,994.11
Matt Frevola,994.02
Shane Nelson,993.88
Fredy Serrano,993.86
Hugo Viana,993.73
Bryan Barberena,993.7
Cameron Saaiman,993.68
Erick Silva,993.62
Frankie Saenz,993.58
Joe Proctor,993.41
Cory McKenna,993.35
Kenny Robertson,993.32
Danilo Marques,993.24
Aleksandra Albu,992.94
Jason Lambert,992.75
Francimar Barroso,992.75
Julia Avila,992.73
Rob Emerson,992.55
Paul Craig,992.55
Jordan Rinaldi,992.42
Trevin Giles,992.39
John Howard,991.98
Yves Jabouin,991.91
Parker Porter,991.9
Yancy Medeiros,991.73
Roland Delorme,991.68
Thomas Almeida,991.56
Cyrille Diabate,991.44
Maryna Moroz,991.35
Jamie Mullarkey,991.23
Godofredo Pepey,991.22
Shayilan Nuerdanbieke,991.22
Luigi Fioravanti,991.04
Fabio Maldonado,990.61
Devonte Smith,990.61
Vanessa Demopoulos,990.57
Jonathan Goulet,990.36
Maurice Greene,990.36
Makwan Amirkhani,990.31
Shamil Abdurakhimov,990.25
Phil Hawes,990.23
Jason High,990.19
Cat Zingano,990.15
Raulian Paiva,990.08
Jeremy Horn,990.07
Carlos Newton,990.05
Marco Beltran,990.0
Ian McCall,989.99
James Te Huna,989.98
Angela Hill,989.97
Ismael Bonfim,989.92
Pannie Kianzad,989.86
Tresean Gore,989.85
Josiane Nunes,989.8
Blagoy Ivanov,989.7
Patricio Pitbull,989.59
Ante Delija,989.15
Marcus Brimage,989.03
Chris Leben,988.98
Marco Polo Reyes,988.8
Phil Rowe,988.75
Tarec Saffiedine,988.46
Nick Hein,988.42
Yuta Sasaki,988.37
Matt Schnell,988.28
Julia Polastri,988.13
Chris Gruetzemacher,987.97
Bassil Hafez,987.89
Dongi Yang,987.86
Renzo Gracie,987.84
Ron van Clief,987.67
Felice Herrig,987.66
Viktoriia Dudakova,987.65
Keith Jardine,987.51
BJ Penn,987.49
Maximo Blanco,987.46
Leandro Silva,987.4
Jake Rosholt,987.35
Tamdan McCrory,987.32
Cole Miller,987.25
Nate Landwehr,987.15
Mads Burnell,987.09
Denis Kang,987.06
Livinha Souza,987.05
James Toney,987.0
Vernon White,986.84
Daron Cruickshank,986.81
Akihiro Gono,986.69
Augusto Mendes,986.58
Clay Guida,986.51
Sheymon Moraes,986.44
Losene Keita,986.38
Nikolay Veretennikov,986.29
Roman Bogatov,986.21
Max Griffin,986.13
Gil Castillo,986.12
Ozzy Diaz,986.11
Curt Warburton,986.0
Louie Sutherland,986.0
Bekzat Almakhan,985.96
Jason Day,985.91
Masanori Kanehara,985.86
Robert Bryczek,985.59
Greg Hardy,985.53
Zachary Scroggin,985.4
Elise Reed,985.37
Greg Soto,985.35
Paul Taylor,985.34
Bruno Lopes,985.3
James Head,985.29
Kalib Starnes,985.24
Neil Seery,985.21
Julius Walker,985.14
Ryan Jimmo,985.09
Renato Verissimo,985.08
Karolina Kowalkiewicz,984.94
John Cholish,984.85
David Bielkheden,984.84
Guram Kutateladze,984.79
Peter Sobotta,984.77
Matt Veach,984.51
Warlley Alves,984.48
Eduardo Garagorri,984.44
Irwin Rivera,984.44
Jason Knight,984.42
Alexander Munoz,984.42
Zach Makovsky,984.4
Roger Narvaez,984.4
Katsunori Kikuno,984.37
Mickael Lebout,984.34
Cynthia Calvillo,984.34
KJ Noons,984.33
Andre Pederneiras,984.28
Tristan Connelly,984.24
Chris Haseman,984.16
Jeff Joslin,984.06
Andrey Pulyaev,984.04
Carlos Hernandez,984.02
Heath Herring,983.76
Jackson McVey,983.75
Gustavo Lopez,983.68
Leandro Issa,983.67
Julian Sanchez,983.64
Bruno Santos,983.63
Maxim Grishin,983.63
Armen Petrosyan,983.58
Jonathan Brookins,983.55
Yoshiyuki Yoshida,983.5
Mike Ricci,983.5
Reza Madadi,983.46
Klidson Abreu,983.44
Minoki Ichihara,983.42
Fabiano Iha,983.41
Adam Yandiev,983.4
Jorge Patino,983.36
John Lober,983.35
Riki Fukuda,983.35
Junior Assuncao,983.34
Justin Tafa,983.34
Josh Culibao,983.32
Djorden Santos,983.31
Cameron Smotherman,983.3
Antonio Braga Neto,983.24
Rameau Thierry Sokoudjou,983.22
Devin Clark,983.21
Allen Crowder,983.2
Joe Soto,983.19
Nathan Coy,983.19
Charles McCarthy,983.18
Tae Hyun Bang,983.14
Saygid Izagakhmaev,983.12
Glaico Franca Moreira,983.09
Alexandre Barros,983.05
Lara Procopio,983.0
Josh Hendricks,982.98
Daniel Roberts,982.85
Rory Markham,982.82
Robert Whiteford,982.82
David Loiseau,982.78
Patrick Cummins,982.76
Tony Sims,982.75
Shannon Gugerty,982.69
Robert McDaniel,982.66
Tuco Tokkos,982.66
Chico Camus,982.62
Jason Brilz,982.61
Isaac Thomson,982.51
Valmir Lazaro,982.5
Alexandre Ferreira,982.47
Luan Chagas,982.44
Henry Martinez,982.42
Carlo Pedersoli Jr.,982.42
Anthony Macias,982.39
Kyle Noke,982.33
Felipe Franco,982.31
Jerrod Sanders,982.3
Tereza Bleda,982.29
Stephanie Egger,982.25
Greg Stott,982.23
Paul Creighton,982.23
Rex Holman,982.23
Azunna Anyanwu,982.23
Ariane da Silva,982.23
Josiah Harrell,982.23
Callan Potter,982.21
Homer Moore,982.2
Ernest Chavez,982.19
Daniel Barez,982.19
Luke Zachrich,982.17
Steve Vigneault,982.16
Michinori Tanaka,982.13
Andre Ewell,982.11
Andrew Craig,982.09
Daniel Zellhuber,982.09
Hayato Sakurai,982.08
Mark Choinski,982.07
Molly McCann,982.05
Tre'ston Vines,982.04
Aaron Rosa,982.01
Mitch Raposo,981.98
Adrian Luna Martinetti,981.93
Ian Entwistle,981.92
Daniel Omielanczuk,981.88
Chelsea Chandler,981.88
John Gunderson,981.87
Cindy Dandois,981.87
Carlos Eduardo Rocha,981.84
Austin Springer,981.75
Liliya Shakirova,981.74
Luiz Cane,981.73
John Maguire,981.6
Danny Chavez,981.57
Yuki Kondo,981.56
Rudyard Moncayo,981.55
Renan Barao,981.52
Brandon Melendez,981.5
Tom Gallicchio,981.45
Daichi Abe,981.42
Michael Aswell Jr.,981.42
Mike Wessel,981.4
Jake Hecht,981.37
Jim Mullen,981.35
Danyelle Wolf,981.34
Ryan Parker,981.33
Alvin Hines,981.33
Hugo Duarte,981.31
Nick Agallar,981.3
Jesse Bongfeldt,981.3
Igor Zinoviev,981.28
Rob Broughton,981.26
Melton Bowen,981.22
Neil Wain,981.22
Yuki Sasaki,981.21
John Salter,981.21
Shamar Bailey,981.21
Cal Worsham,981.19
Bibulatov Magomed,981.18
Askar Mozharov,981.17
Yoshinori Horie,981.16
Scott Baker,981.15
Fred Ettish,981.15
Marcus Bossett,981.15
Joe Son,981.15
John Dowdy,981.15
Rainy Martinez,981.15
Frank Caracci,981.15
Adrian Serrano,981.15
Joao Roque,981.15
Paul Rodriguez,981.15
John Marsh,981.15
Bill Mahood,981.15
Brian Gassaway,981.15
Mike Whitehead,981.15
Josh Shockman,981.15
Anton Kuivanen,981.15
Reginaldo Vieira,981.15
CM Punk,981.15
Raphael Pessoa,981.14
Christian Aguilera,981.11
Kurtis Campbell,981.1
Marcelo Aguiar,981.09
Gianni Vazquez,981.09
Ollie Schmid,981.09
Koji Kitao,981.08
Keiichiro Yamamiya,981.08
Rob MacDonald,981.08
Ernesta Kareckaite,981.08
Martin Sano,981.03
Zviad Lazishvili,981.03
Pete Rodriguez,981.0
Bojan Velickovic,980.98
Sarah Kaufman,980.9
Drew McFedries,980.88
Christian Wellisch,980.86
Ben Sosoli,980.84
Bogdan Grad,980.82
Juliana Lima,980.79
Caros Fodor,980.78
Philip De Fries,980.76
Ryan Loder,980.66
Felipe Arantes,980.56
Cody Durden,980.55
Clifford Starks,980.54
Antonio McKee,980.53
Kamuela Kirk,980.52
Diyar Nurgozhay,980.51
Steve Bruno,980.49
Vitor Miranda,980.46
Phil Johns,980.44
Nick Roehrick,980.44
Ramon Taveras,980.41
Hans Stringer,980.29
Joe Merritt,980.28
Reza Nasri,980.24
Pete Spratt,980.23
Matt Hobar,980.21
Austin Lingo,980.21
Niklas Backstrom,980.2
Kelly Dullanty,980.19
Miguel Baeza,980.17
Eddie Ruiz,980.16
Nadia Kassem,980.16
Marcus LeVesseur,980.15
Francisco Trevino,980.15
Brok Weaver,980.14
Kit Cope,980.13
Issei Tamura,980.13
Stevie Lynch,980.12
Willamy Freire,980.12
Brian Cobb,980.1
Jeff Hougland,980.1
Cody McKenzie,980.09
Derrick Noble,980.07
Jesse Sanders,980.07
Felipe Silva,980.07
Branden Lee Hinkle,980.06
Floyd Sword,980.06
Scott Junk,980.06
Augusto Montano,980.06
Melinda Fabian,980.06
Joe Jordan,980.03
Ryan Madigan,980.01
Heather Clark,980.01
Batgerel Danaa,980.01
Luke Fernandez,980.01
Teila Tuli,980.0
Kevin Rosier,980.0
Art Jimmerson,980.0
Sean Daugherty,980.0
David Levicki,980.0
Thaddeus Luster,980.0
Robert Lucarelli,980.0
Alberta Cerra Leon,980.0
Emmanuel Yarborough,980.0
Roland Payne,980.0
Eldo Xavier Dias,980.0
Jason Fairn,980.0
Asbel Cancio,980.0
Andy Anderson,980.0
Ernie Verdicia,980.0
Jack McGlaughlin,980.0
John Matua,980.0
Francesco Maturi,980.0
David Hood,980.0
Gerry Harris,980.0
Keith Mielke,980.0
Thomas Ramirez,980.0
Paul Herrera,980.0
Matt Andersen,980.0
Scott Fiedler,980.0
Dave Berry,980.0
Fabio Gurgel,980.0
Jackie Lee,980.0
Eric Martin,980.0
Wallid Ismail,980.0
Wes Albritton,980.0
Dmitri Stepanov,980.0
Tony Halme,980.0
Donnie Chappell,980.0
Todd Butler,980.0
Houston Dorr,980.0
Marcus Silveira,980.0
Josh Stuart,980.0
Courtney Turner,980.0
Eugenio Tadeu,980.0
Noe Hernandez,980.0
Allan Goes,980.0
Bob Gilstrap,980.0
Joe Pardo,980.0
Paulo Santos,980.0
Adriano Santos,980.0
Darrel Gholar,980.0
Joey Roberts,980.0
Chris Condo,980.0
David Roberts,980.0
Flavio Luiz Moura,980.0
Lowell Anderson,980.0
Masutatsu Yano,980.0
Brad Gumm,980.0
David Velasquez,980.0
Jermaine Andre,980.0
Alex Stiebling,980.0
Aaron Brink,980.0
Joey Gilbert,980.0
Rodrigo Ruas,980.0
Zach Light,980.0
Nick Serra,980.0
James Zikic,980.0
Leigh Remedios,980.0
Richard Crunkilton,980.0
Romie Aram,980.0
Gerald Strebendt,980.0
Wade Shipp,980.0
Josh Rafferty,980.0
Alex Schoenauer,980.0
Lodune Sincaid,980.0
Chris Sanford,980.0
Jason Thacker,980.0
Bobby Southworth,980.0
Keigo Kunihara,980.0
Sean Gannon,980.0
Kerry Schall,980.0
Icho Larenas,980.0
Kristof Midoux,980.0
Cory Walmsley,980.0
Mario Neto,980.0
Justin James,980.0
Sherman Pendergarst,980.0
Steve Byrnes,980.0
Andy Wang,980.0
Dorian Price,980.0
John Kolosci,980.0
Richie Hightower,980.0
Dan Barrera,980.0
Billy Miles,980.0
Jared Rollins,980.0
Dante Rivera,980.0
James Giboo,980.0
Cale Yarbrough,980.0
David Baron,980.0
John Polakowski,980.0
Jules Bruchez,980.0
Shane Primm,980.0
Tom Egan,980.0
Derek Downey,980.0
Neil Grove,980.0
Tim McKenzie,980.0
Frank Lester,980.0
Danillo Villefort,980.0
Justin Wren,980.0
Darrill Schoonover,980.0
Marcus Jones,980.0
Rolles Gracie,980.0
James Hammortree,980.0
Josh Bryant,980.0
Jamie Yager,980.0
Vinicius Queiroz,980.0
Mark Scanlon,980.0
Fredson Paixao,980.0
Sako Chivitchian,980.0
Tyler Toner,980.0
Aaron Wilkinson,980.0
Antonio Banuelos,980.0
Ryan McGillivray,980.0
Chuck O'Neil,980.0
Dustin Neace,980.0
Stephen Bass,980.0
Chris Saunders,980.0
Chris Tickle,980.0
Marcos Vinicius,980.0
Wagner Campos,980.0
John Teixeira,980.0
Delson Heleno,980.0
Anistavio Medeiros,980.0
Brendan Loughnane,980.0
Manuel Rodriguez,980.0
Jon Manley,980.0
Chris Spang,980.0
Adam Cella,980.0
Jimmy Quinlan,980.0
Collin Hart,980.0
Gilbert Smith,980.0
Roger Gracie,980.0
Nandor Guelmino,980.0
Peggy Morgan,980.0
Dave Galera,980.0
Albert Cheng,980.0
Keith Berish,980.0
Daniel Spohn,980.0
Tina Lahdemaki,980.0
Mike King,980.0
Jianping Yang,980.0
Rodolfo Rubio Perez,980.0
Humberto Brown Morrison,980.0
Alex Torres,980.0
Bentley Syler,980.0
Rocky Lee,980.0
Izabela Badurek,980.0
Nazareno Malegarie,980.0
Bruno Korea,980.0
Vernon Ramos Ho,980.0
Abner Lloveras,980.0
Marcin Wrzosek,980.0
Martin Svensson,980.0
Cory Hendricks,980.0
James Mulheron,980.0
Bharat Kandare,980.0
Ariel Beck,980.0
Karine Gevorgyan,980.0
Christina Marks,980.0
Maia Stevenson,980.0
Tyler Diamond,980.0
Allan Zuniga,980.0
Richie Smullen,980.0
Jay Cucciniello,980.0
Joe Giannetti,980.0
Michel Batista,980.0
Justin Frazier,980.0
Alex Gorgees,980.0
Duda Santana,980.0
Steven Koslow,980.0
SeungGuk Choi,980.0
Igor Severino,980.0
Zygimantas Ramaska,980.0
Feng Xiaocan,980.0
Kiru Sahota,980.0
Baergeng Jieleyisi,980.0
Eric Nolan,980.0
Rodrigo Sezinando,980.0
Elisha Ellison,980.0
Max Gimenis,980.0
Marek Bujlo,980.0
Allen Frye Jr.,980.0
Sulangrangbo,980.0
Sebastian Szalay,980.0
Sangwook Kim,980.0
Dakota Hope,980.0
Sean McCorkle,979.99
Will Chope,979.98
Jake Hadley,979.97
Carlos Mota,979.94
John Campetella,979.93
Ryan Roberts,979.93
Dale Hartt,979.93
Mike Jackson,979.93
Lucas Brennan,979.93
Satoshi Honma,979.92
Cole Smith,979.91
Luis Pajuelo,979.9
Jeff Newton,979.87
Carlo Prater,979.87
Rick Davis,979.86
Mark Weir,979.83
Seth Baczynski,979.78
Roosevelt Roberts,979.78
Cyril Asker,979.76
Duane Ludwig,979.73
Nathan Fletcher,979.7
Deron Winn,979.63
Braxton Smith,979.62
George Sullivan,979.59
Andrew Holbrook,979.59
Garrett Armfield,979.53
Kimo Leopoldo,979.49
Jon Tuck,979.48
Ange Loosa,979.4
Nissen Osterneck,979.29
Hector Urbina,979.28
Ivan Salaverry,979.26
Rogerio Bontorin,979.17
Melissa Martinez,979.15
Per Eklund,979.13
Danielle Taylor,979.1
Rolando Delgado,979.09
Simeon Thoresen,979.09
Spike Carlyle,979.09
Solomon Hutcherson,979.08
Carlos Barreto,979.07
Stanislav Nedkov,979.07
Max Rohskopf,979.06
Alex Andrade,979.05
Tony Petarra,979.04
Lewis Gonzalez,979.04
Khusein Askhabov,979.04
Jess Liaudin,978.99
Paul Georgieff,978.99
Nick Pace,978.99
Allen Berube,978.98
Maciej Jewtuszko,978.98
Billy Ray Goff,978.98
Bolaji Oki,978.98
Masio Fullen,978.97
Ronald Jhun,978.96
Nick Osipczak,978.95
Eddie Mendez,978.95
Jim Alers,978.94
Joshua Weems,978.93
Harold Howard,978.92
Dieusel Berto,978.92
Matt Arroyo,978.92
Ivan Serati,978.92
James McSweeney,978.92
Ben Alloway,978.92
Sheldon Westcott,978.92
David Michaud,978.92
Guilherme Vasconcelos,978.92
Chris Brennan,978.91
Brian Geraghty,978.9
Ron Stallings,978.89
Adam Milstead,978.89
Charlie Valencia,978.87
Yuri Vaulin,978.86
Ray Wizard,978.85
He-Man Gipson,978.85
Nate Schroeder,978.85
Sean Alvarez,978.85
Kristian Rothaermel,978.85
Milton Vieira,978.85
Bubba Bush,978.85
Roger Zapata,978.85
Dean Barry,978.85
Ben Johnston,978.85
Matt Lucas,978.84
Hyun Gyu Lim,978.84
Shunichi Shimizu,978.84
Alibi Idiris,978.8
Milana Dudieva,978.79
Filip Pejic,978.79
Emily Ducote,978.79
Terrance Saeteurn,978.79
Jamie Siraj,978.79
Mandel Nallo,978.79
Saeed Hosseini,978.78
Chris Liguori,978.77
Sabina Mazo,978.77
James Lee,978.75
Robert Sanchez,978.74
Justin Lawrence,978.72
Yuneisy Duben,978.72
Matthew Semelsberger,978.68
Kanako Murata,978.68
Chris Cope,978.55
Misha Cirkunov,978.46
David Heath,978.45
Chris Camozzi,978.38
Johnny Bedford,978.34
Justin Salas,978.34
Jason Von Flue,978.26
Rodrigo Damm,978.23
Marcel Fortuna,978.13
Sam Hoger,978.08
Clay Harvison,978.04
Ricardo Romero,978.02
Felipe Olivieri,978.0
Geraldo de Freitas,977.95
Matthew Lopez,977.93
Yan Cabral,977.92
Jesse Lennox,977.9
Erick Montano,977.9
Orion Cosce,977.85
Alex Karalexis,977.84
Ian Loveland,977.83
Isabela de Padua,977.83
Luke Cummo,977.8
Walt Harris,977.77
Cameron Dollar,977.71
Joao Pierini,977.68
Tanner Boser,977.68
Jake Ellenberger,977.63
Rafael Tobias,977.6
Juliana Miller,977.53
Luana Pinheiro,977.52
Robelis Despaigne,977.47
Dustin Kimura,977.46
Sasha Palatnikov,977.46
Mike Easton,977.39
Trevor Peek,977.38
Clayton Carpenter,977.33
Pawel Pawlak,977.28
Chad Anheliger,977.24
Thiago Perpetuo,977.18
Poliana Botelho,977.07
Jamie Moyle,976.97
Eugene Jackson,976.93
Ottman Azaitar,976.92
Ivan Menjivar,976.91
Oskar Piechota,976.85
Julien Leblanc,976.83
Manvel Gamburyan,976.82
Khama Worthy,976.8
Hacran Dias,976.77
Sung Bin Jo,976.77
Tom Blackledge,976.74
Brian Kelleher,976.69
Josh Stansbury,976.68
Omar Morales,976.61
Justine Kish,976.57
Blake Bilder,976.37
Mandy Bohm,976.25
Anshul Jubli,975.94
Abu Azaitar,975.93
William Knight,975.74
Corey Hill,975.73
Joe Riggs,975.68
Kevin Burns,975.66
Kai Kamaka,975.52
Dan Miller,975.4
Abdul Razak Alhassan,975.32
Bethe Correia,975.07
Trevor Smith,974.98
Jorge Gurgel,974.92
Yui Chul Nam,974.9
Rob Kimmons,974.51
Kyle Kingsbury,974.47
Guido Cannetti,974.39
Dylan Andrews,973.94
Ben Saunders,973.85
Darren Stewart,973.69
Emil Meek,973.68
Mike Brown,973.46
Mark Hominick,973.39
Dhiego Lima,973.31
Damir Hadzovic,973.06
Gabriel Benitez,972.97
Justin Scoggins,972.96
Will Brooks,972.93
Caol Uno,972.87
Chris Beal,972.87
Christos Giagos,972.87
Louis Smolka,972.42
Tyson Nam,972.1
Court McGee,971.93
Marcin Held,971.89
Ibo Aslan,971.89
Darrick Minner,971.62
Yves Edwards,971.61
Brad Katona,971.41
Ricky Glenn,971.36
Justin Ledet,971.24
Junior Tafa,970.99
Travis Lutter,970.91
Sam Stout,970.83
Craig White,970.77
Brian Johnston,970.75
Tai Tuivasa,970.57
Jack Marshman,970.49
Mike de la Torre,970.44
Anthony Perosh,970.27
Kai Asakura,970.14
Russell Doane,969.62
Mayra Bueno Silva,969.5
Luke Sanders,969.4
James Irvin,969.23
Anthony Njokuani,969.23
Preston Parsons,969.23
Kevin Casey,969.06
Rafael Alves,968.99
Bruna Brasil,968.78
DaMarques Johnson,968.65
Quang Le,968.56
Mario Miranda,968.49
Francisco Rivera,968.48
Daniel Sarafian,968.33
Mike Breeden,968.21
Patchy Mix,968.19
Papy Abedi,968.11
Eric Shelton,968.09
AJ Fletcher,968.04
James Moontasri,968.0
Marcus Buchecha,967.88
Ryo Chonan,967.84
Isaac Vallie-Flagg,967.84
Derrick Krantz,967.84
Ray Rodriguez,967.76
Kron Gracie,967.74
Hatsu Hioki,967.73
TJ Brown,967.7
Robert Valentin,967.61
Lucio Linhares,967.44
Piotr Hallmann,967.42
Darrell Horcher,967.38
Dwight Grant,967.35
Kuniyoshi Hironaka,967.28
Shane Roller,967.26
Goran Reljic,967.14
Pat Barry,967.02
Leonardo Mafra,967.01
Chris Wilson,967.0
Saparbeg Safarov,966.67
Felipe Colares,966.65
Jason Dent,966.6
Darrius Flowers,966.42
Mark Striegl,966.37
Koji Oishi,966.36
Christian Morecraft,966.3
Alvin Robinson,966.19
Jessica-Rose Clark,966.12
Carmelo Marrero,966.05
Karl Roberson,966.02
Xiao Long,965.91
Geane Herrera,965.89
Brandon Thatch,965.83
Alex Da Silva,965.82
Vanessa Melo,965.81
Justin Eilers,965.75
Don Shainis,965.66
Michael McBride,965.62
Alex Nicholson,965.57
Yanis Ghemmouri,965.57
Felipe dos Santos,965.54
Elizabeth Phillips,965.52
Justin Levens,965.5
Efrain Escudero,965.45
Sam Sicilia,965.43
Ross Pearson,965.41
Chad Griggs,965.39
Frankie Perez,965.36
Carlos Huachin,965.34
Mitch Ramirez,965.34
Reese Andy,965.31
Alberto Crane,965.28
Mehdi Baghdad,965.28
Wagner Prado,965.25
Felipe Bunes,965.25
Amar Suloev,965.23
Jason Gonzalez,965.21
Jon Delos Reyes,965.1
Jason MacDonald,965.09
Louis Gaudinot,965.09
Luigi Vendramini,965.08
Bobby Moffett,965.03
Terry Martin,965.02
TJ O'Brien,964.94
Renee Forte,964.94
Clay Collard,964.94
Kevin Aguilar,964.92
Jason Witt,964.87
Adam Fugitt,964.85
Brad Scott,964.83
Akbarh Arreola,964.75
Jon Olav Einemo,964.68
Johnny Eduardo,964.67
Josh Fremd,964.66
Keita Nakamura,964.62
AJ Cunningham,964.62
Danny Martinez,964.61
Mickey Gall,964.59
Marcus Aurelio,964.52
Chris Fishgold,964.5
Lucas Almeida,964.5
Bart Palaszewski,964.49
Anderson Dos Santos,964.49
Antonio Mendes,964.48
Vagner Rocha,964.46
Sean Salmon,964.45
Kazula Vargas,964.4
Josh Copeland,964.38
Alexander Yakovlev,964.37
Jason Novelli,964.37
Kleydson Rodrigues,964.37
Nohelin Hernandez,964.35
Jesse Butler,964.33
Cole Williams,964.3
AJ Dobson,964.29
Quinn Mulhern,964.28
Shayna Baszler,964.27
Rostem Akman,964.22
Robert Ruchala,964.2
Oliver Enkamp,964.17
Sean Spencer,964.15
Vaughan Lee,964.14
Fernando Bruno,964.14
Yaotzin Meza,964.13
Bobby Hoffman,964.1
Gilbert Urbina,964.1
Sarah Frota,964.03
Stefan Sekulic,964.0
Jamey Simmons,963.97
Alex White,963.92
Gaetano Pirrello,963.86
Jeremy Kimball,963.8
Andre Winner,963.68
Dokonjonosuke Mishima,963.61
Mike Grundy,963.61
Austin Arnett,963.6
Brandon Wolff,963.57
Tim Williams,963.53
Joey Gambino,963.51
Mats Nilsson,963.5
TJ Laramie,963.5
Joachim Christensen,963.49
Jason Tan,963.47
John Allan,963.45
Crafton Wallace,963.44
Roger Hollett,963.43
Bevon Lewis,963.43
Byron Bloodworth,963.42
Dan Argueta,963.42
Jarno Errens,963.38
Landon Quinones,963.37
Christophe Leninger,963.36
Andre Gusmao,963.36
Josh Ferguson,963.36
Brandon Jenkins,963.36
Jose Johnson,963.35
Chris Tuchscherer,963.3
Chad Reiner,963.27
Teemu Packalen,963.26
Juancamilo Ronderos,963.25
Shanna Young,963.21
Yao Zhikui,963.2
Cristiano Marcello,963.19
Pete Williams,963.17
Mike Rio,963.17
Ode Osbourne,963.17
Toshiomi Kazama,963.17
Westin Wilson,963.14
Josh Clopton,963.12
Doug Evans,963.11
Terrence Mitchell,963.11
Luis Ramos,963.1
Peter Barrett,963.07
Talita Bernardo,963.04
Liudvik Sholinian,963.04
Michael Patt,963.02
Dong Hyun Ma,963.01
Ryan Couture,962.95
Phil Harris,962.92
Alptekin Ozkilic,962.87
Takenori Sato,962.87
Amilcar Alves,962.83
Alex Ricci,962.83
Mike Guymon,962.81
Pedro Falcao,962.74
Jay Silva,962.73
Rolando Dy,962.73
Eiji Mitsuoka,962.71
Paul Bradley,962.68
Chris Barnett,962.66
Gabriel Silva,962.64
Dan Evensen,962.62
Edwin Figueroa,962.6
Matt Sayles,962.59
Willie Gates,962.56
Jordan Vucenic,962.54
Shane del Rosario,962.49
Matt Dwyer,962.47
Brock Jardine,962.46
Devin Powell,962.45
Ednaldo Oliveira,962.44
Steve Lopez,962.43
Kazuhiro Nakamura,962.41
Ramiro Hernandez,962.39
Jordan Radev,962.38
Chris Heatherly,962.38
Gilbert Aldana,962.37
Wagner Silva,962.36
Horacio Gutierrez,962.36
Mariya Agapova,962.36
Tim Gorman,962.35
